Inversion priority level,section,continent,country,group,supergroup/association,basin,site,formation,member,latitude,longitude,d13c,d18o,d13c_org,d33S_CAS,d34S_CAS,d36S_CAS,Δ33S_CAS,Δ36S_CAS2,d33S_CRS,d34S_CRS,d36S_CRS,Δ33S_CRS,Δ36S_CRS,d98Mo,87Sr/86Sr,# samples (d13C),Downsample?,# samples after downsampling,Downsampling description,Stratigraphic order?,Stratigraphic position notes,Calculate sedimentation rate?,Sedimentation rate breaks,Sedimentation rate notes,Superposition dictionary entry (these sections must be older),Included in composite section?,References (isotope data),Notes
3,Geneva Lake 2,North America,Canada,Quirke Lake Group,Huronian Supergroup,,,Espanola Formation,,46.7554400,-81.5345400,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,7,TRUE,,,TRUE,,TRUE,,,,FALSE,Bekker et al. (2005),Partial section through the Espanola Formation.
3,Geneva Lake 3,North America,Canada,Quirke Lake Group,Huronian Supergroup,,,Espanola Formation,,46.7752700,-81.5897500,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,4,TRUE,,,TRUE,,TRUE,,,,FALSE,Bekker et al. (2005),Partial section through the Espanola Formation.
2,Gordon Lake Formation,North America,Canada,Cobalt Group,Huronian Supergroup,,"Fenwick Township, Plummer Township, Aberdeen Additional Township, Central Meredith Township, Killarney Bay Park",Gordon Lake Formation,,46.7641670,-84.4583330,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,45,FALSE,1,,FALSE,,FALSE,,,,FALSE,Bekker et al. (2006),No sample superposition information; samples collected from carbonates in the basal Gordon Lake Formation. Using GPS coordinates for Fenwick Township location. 
4,Moose Point,North America,Canada,Quirke Lake Group,Huronian Supergroup,,,Espanola Formation,,46.1,-81.75,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,29,TRUE,,,TRUE,,TRUE,,,,FALSE,Bekker et al. (2005),Approximate location from map (Fig 18). Complete section through the Espanola Formation; distal setting. 
1,Quirke Lake,North America,Canada,Quirke Lake Group,Huronian Supergroup,,Kerr-McGee Corp. Drill core 150/1,Espanola Formation,,46.4958100,-82.5980600,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,36,TRUE,13,,TRUE,,TRUE,,,,FALSE,Bekker et al. (2005),Complete section through the Espanola Formation; proximal setting. 
1,ML1801,North America,Canada,Attikamagen Group,Kaniapiskau Supergroup/Labrador Trough,,Elizabeth Lake,Denault Formation,,54.77834,-66.91501,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Y,N,38,TRUE,12,,TRUE,,TRUE,,,"ML1803,  ML1804, ML1805, ML1807, ML1808",FALSE,Hodgskiss et al. (2020); Mo isotope data from Hodgskiss et al. (2021),"Must be younger than the underlying Le Fer Formation sections (ML1803,  ML1804, ML1805, ML1807, ML1808)"
1,ML1803,North America,Canada,Attikamagen Group,Kaniapiskau Supergroup/Labrador Trough,,Lac Maquart,Le Fer Formation,,55.27253,-67.46088,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,10,TRUE,5,,TRUE,,TRUE,,,Seward and Pistolet Groups,FALSE,Hodgskiss et al. (2020),Must be older than the overlying Denault Formation sections (ML1809/ML1801) and younger than Seward and Pistolet Groups.  
1,ML1804,North America,Canada,Attikamagen Group,Kaniapiskau Supergroup/Labrador Trough,,Lac Maquart,Le Fer Formation,,55.27371,-67.45811,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Y,N,31,TRUE,14,,TRUE,,TRUE,,,Seward and Pistolet Groups,FALSE,Hodgskiss et al. (2020); Mo isotope data from Hodgskiss et al. (2021),Must be older than the overlying Denault Formation sections (ML1809/ML1801) and younger than Seward and Pistolet Groups.  
1,ML1805,North America,Canada,Attikamagen Group,Kaniapiskau Supergroup/Labrador Trough,,Lac Maquart,Le Fer Formation,,55.27266,-67.4183,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Y,N,15,TRUE,8,,TRUE,,TRUE,,,Seward and Pistolet Groups,FALSE,Hodgskiss et al. (2020); Mo isotope data from Hodgskiss et al. (2021),Must be older than the overlying Denault Formation sections (ML1809/ML1801) and younger than Seward and Pistolet Groups.  
1,ML1807,North America,Canada,Attikamagen Group,Kaniapiskau Supergroup/Labrador Trough,,Lac Maquart,Le Fer Formation,,55.27028,-67.44102,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Y,N,20,TRUE,9,,TRUE,,TRUE,,,Seward and Pistolet Groups,FALSE,Hodgskiss et al. (2020); Mo isotope data from Hodgskiss et al. (2021),Must be older than the overlying Denault Formation sections (ML1809/ML1801) and younger than Seward and Pistolet Groups.  
1,ML1808,North America,Canada,Attikamagen Group,Kaniapiskau Supergroup/Labrador Trough,,Lac Maquart,Le Fer Formation,,55.27627,-67.45018,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Y,N,15,TRUE,7,,TRUE,,TRUE,,,Seward and Pistolet Groups,FALSE,Hodgskiss et al. (2020); Mo isotope data from Hodgskiss et al. (2021),Must be older than the overlying Denault Formation sections (ML1809/ML1801) and younger than Seward and Pistolet Groups.  
1,ML1809,North America,Canada,Attikamagen Group,Kaniapiskau Supergroup/Labrador Trough,,Marion Lake,Denault Formation,,54.82071,-65.90726,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Y,N,77,TRUE,18,,TRUE,,TRUE,,,"ML1803,  ML1804, ML1805, ML1807, ML1808",FALSE,Hodgskiss et al. (2020); Mo isotope data from Hodgskiss et al. (2021),"Must be younger than the underlying Le Fer Formation sections (ML1803,  ML1804, ML1805, ML1807, ML1808)"
2,Seward and Pistolet Groups,North America,Canada,"Seward Group, Pistolet Group",Kaniapiskau Supergroup/Labrador Trough,,"L. DuChambon, L. Chakonipau","Portage Formation, Alder Formation, Uvé Formation",,56.388333,-68.08,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,14,TRUE,3,,FALSE,,FALSE,,,,FALSE,Melezhik et al. (1997),Using GPS coordinates for Alder Formation sample. Stratigraphic superposition between samples within each formation is unknown. Must be older than the Le Fer and Denault Formation sections. 
1,Albanel Formation,North America,Canada,Mistassini Group,,,Drill hole LM-74-D2 + field data for the Upper Albanel Formation,"Lower Albanel Formation, Upper Albanel Formation",,51.03734,-73.28411,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,N,Y,121,TRUE,27,,TRUE,,TRUE,,,,FALSE,Mirota (1989),"Location is for the general Lake Albanel area. Additional data from the Albanel Formation are available from Planavsky et al. (2012) and Hodgskiss et al. (2023, unpublished supplementary data), but sample superposition information is not available."
1,UN-16-27,North America,Canada,Union Island Group,,,,Upper dolomite,,61.91125,112.046472,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,22,TRUE,7,,TRUE,,TRUE,,,,FALSE,Magad-Weiss (2019),See Union Island Group stratigraphy in Figure 3 of Sheen et al. (2019). 
1,UN-16-31,North America,Canada,Union Island Group,,,,Lower dolomite,,62.02925,-111.525333,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,7,TRUE,5,,TRUE,,TRUE,,,,FALSE,Magad-Weiss (2019),See Union Island Group stratigraphy in Figure 3 of Sheen et al. (2019). 
1,UN-16-34,North America,Canada,Union Island Group,,,,Lower dolomite,,61.941528,-112.079889,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,7,TRUE,4,,TRUE,,TRUE,,,,FALSE,Magad-Weiss (2019),See Union Island Group stratigraphy in Figure 3 of Sheen et al. (2019). 
1,UN-16-35,North America,Canada,Union Island Group,,,,Lower dolomite,,61.937972,-112.092694,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,7,TRUE,4,,TRUE,,TRUE,,,,FALSE,Magad-Weiss (2019),See Union Island Group stratigraphy in Figure 3 of Sheen et al. (2019). 
1,UN-16-6,North America,Canada,Union Island Group,,,,Upper dolomite,,62.031944,-111.739333,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,17,TRUE,5,,TRUE,,TRUE,,,,FALSE,Magad-Weiss (2019),See Union Island Group stratigraphy in Figure 3 of Sheen et al. (2019). 
2,Watterson Formation,North America,Canada,Hurwitz Group,,,,Watterson Formation,,62.38187,-94.76548,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,1,FALSE,1,,TRUE,All measurements are from the same sample,FALSE,,,,FALSE,Hofmann and Davidson (1998), Location (locality 1) extracted from Figure 1 of Hofmann and Davidson (1998) and satellite imagery. Includes four carbon isotope measurements from the same dolomitic stromatolite mound sample. Assigned to priority level 2 because 1) only a single sample was studied and 2) the stratigraphic position of the sample relative to the best available maximum age constraint for the unit (a detrital zircon maximum depositional age) is unclear.
1,18224,North America,USA,Mille Lacs Group,Marquette Range Supergroup,,Drill core 18224,Trout Lake Formation,,46.5956430,-93.7235615,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,10,TRUE,3,,TRUE,,TRUE,,,,FALSE,Bekker et al. (2006),"Approximate location estimated from Fig 38 in Severson et al. (2003) (https://conservancy.umn.edu/bitstream/handle/11299/187136/TR-2003-35.pdf?sequence=1&isAllowed=y), which also shows the locations of A-6 and BM-1."
1,A-6,North America,USA,Mille Lacs Group,Marquette Range Supergroup,,Drill core A-6,Glen Township Formation,,46.4960514,-93.6590122,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,9,TRUE,4,,TRUE,,TRUE,,,,FALSE,Bekker et al. (2006),"Location estimated from map in Severson et al. (2003) (https://conservancy.umn.edu/bitstream/handle/11299/187136/TR-2003-35.pdf?sequence=1&isAllowed=y), which also shows the location of drill core 18224."
1,BM-1,North America,USA,Mille Lacs Group,Marquette Range Supergroup,,Drill core BM-1,Denham Formation,,46.5387282,-92.7757930,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,8,TRUE,4,,TRUE,,TRUE,,,,FALSE,Bekker et al. (2006),"Approximate location estimated from Figure 38 in Severson et al. (2003) (https://conservancy.umn.edu/bitstream/handle/11299/187136/TR-2003-35.pdf?sequence=1&isAllowed=y), which also shows the locations of drill cores A-6 and 18224."
1,Kona Dolomite,North America,USA,Chocolay Group,Marquette Range Supergroup,,Mount Mesnard,Kona Dolomite,,46.51121,-87.39851,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,79,TRUE,15,,TRUE,Extracted from figures,TRUE,,,,FALSE,Bekker et al. (2006),"Data extracted from Figure 6 of Bekker et al. (2006); excluded samples marked as 'most altered'. Local map coordinates are: NW1/4, Sec. 34, T.48N, R.25W). "
3,Kona Dolomite - Planavsky et al. (2012),North America,USA,Chocolay Group,Marquette Range Supergroup,,,Kona Dolomite,,46.51121,-87.39851,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,6,TRUE,,,TRUE,Extracted from figures,TRUE,,,,FALSE,Planavsky et al. (2012),"Using location from Bekker et al. (2006). Include in inference if incoporating sulfur isotope data. d34S measurements were made on a subset of the samples from Bekker et al. (2006), but unable to combine the two sections because sample heights were not provided in Bekker et al. (2006) (data extracted from figures). "
2,Randville Dolomite,North America,USA,Chocolay Group,Marquette Range Supergroup,,"Menominee and Iron River-Crystal Falls Ranges, Amasa Uplife, WI and MI",Randville Dolomite,,45.7772000,-87.8151000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,36,FALSE,1,,FALSE,,FALSE,,,,FALSE,Bekker et al. (2006) ,"Sample superposition unknown. GPS coordinates are for the general location of Loretto, Dickinson County, MI. Assigning to priority level 1 (vs. default priority level 2 for sections without superposition information) because this section includes the age constraint used to define the maximum duration of the LJE in Martin et al. (2013), and may help to constrain the timing of the LJE onset."
1,Black Hills,North America,USA,Nemo Group,Snowy Pass Supergroup,Black Hills,"Black Hills, SD","Boxelder Formation, Estes Formation, Roberts Draw Formation",,44.1875,-103.55,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,29,TRUE,8,,FALSE,"Order of samples within the Estest Formation is unknown; samples from the Boxelder and Roberts Draw Formations were collected in stratigraphic order (relative positions known, but not heights)",FALSE,,,,FALSE,Bekker et al. (2003a),"Location of general area  estimated from map; samples for each formation were collected from different sites. Stacked sections through different formations to enforce superposition. See summary of Black Hills stratigraphy and age constraints in Bekker et al. (2003). The Boxelder Formation is the oldest Paleoproterozoic unit in the Black Hills, and is conformably overlain by the Benchmark Iron Formation. The Estes Formation ""unconformably overlies the Benchmark Iron Formation and Boxelder Formation"", with the Roberts Draw Formation ""conformably overlying the Estes Formation"". Text states that ""B99 samples were collected in stratigraphic order... with a sampling interval of several meters"" at both locations; using nominal integer values  for heights (with a gap between formations), and assuming samples are numbered starting at the base of the section. Bekker et al. (2003) suggests that the Roberts Draw and Estes Formations correlate to the upper Nash Fork Formation, but could be younger. Superposition is not known for samples from the Estes Formation; all samples assigned to same nominal height (in between the Boxelder and Roberts Draw Formations)."
4,Nash Fork,North America,USA,Libby Creek Group,Snowy Pass Supergroup,Medicine Bow Mountains,,Nash Fork Formation,,41.38689,-106.22712,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,132,TRUE,,,TRUE,Extracted from figures,TRUE,,,,TRUE,Bekker et al. (2003a),"Approximate location estimated from map. Data extracted from Figure 5 of Bekker et al. (2003a), and matched to samples in data table where possible; matches indicate errors of 0.1-0.2 permil are likely. Also note that ""all samples are confidently assigned to members"", but ""for some members, poor outcrop did not permit section measuring and collected samples were tied to a generalized stratigraphic section by thier position with respect to the top or bottom of these members. In addition, samples were collected in several places within the mapped area to test variability within members"" (Bekker et al. 2005). Therefore, stratigraphic superposition within each member may be uncertain. Included in Snowy Pass Supergroup Composite section. "
3,Nash Fork - Planavsky,North America,USA,Libby Creek Group,Snowy Pass Supergroup,Medicine Bow Mountains,,Nash Fork Formation,,41.38689,-106.22712,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,18,TRUE,,,TRUE,Extracted from figures,TRUE,,,,FALSE,Planavsky et al. (2012),Location is from Bekker et al. (2003b). Use section if incorporating sulfur isotope data. Stratigraphic column in supplementary information of Planavsky et al. (2012) indicates that section is through the basal L1 dolomite member (stratigraphy is as in Figure 6 of Bekker et al. 2003a). 
1,Snowy Pass Supergroup Composite,North America,USA,"Deep Lake Group, Libby Creek Group",Snowy Pass Supergroup,Medicine Bow Mountains,,"Vagner Formation, Nash Fork Formation",,41.38689,-106.22712,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,135,TRUE,35,,TRUE,Extracted from figures,TRUE,100,,,FALSE,"Bekker et al. (2003a), Bekker et al. (2005)",Stacked Nash Fork and Vagner Formation 1 sections to enforce superposition (see above note on confidence in sample superposition within the Nash Fork section). Location is for the Nash Fork Formation (Bekker et al. 2003b).
1,Snowy Pass Supergroup Composite - Sierra Madre,North America,USA,Snowy Pass Group,Snowy Pass Supergroup,Sierra Madre Mountains,,"Bottle Creek Formation, Slaughterhouse Formation",,41.1740300,-107.1993300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,13,TRUE,4,,FALSE,Heights given for Bottle Creek Formation samples; stratigraphic order unknown for Slaughterhouse Formation samples. ,TRUE,20,Sedimentation rate should only be calculated below 20 m (within the Bottle Creek Formation); overlying Slaughterhouse Formation samples do not have superposition information. ,,FALSE,"Bekker et al. (2005), Bekker et al. (2003a)","Location reported as SE1/4, SE1/4, SE1/4, Sec. 17, T14N, R87W. Sample heigths are given for the Bottle Creek section, but samples from the younger Slaughterhouse Formation do not have known superposition relationship  (samples come from several outcrops in the type area). Note that some correlation schemes suggest that ""the carbonate rocks and carbonaceous phyllites of the Slaugherhouse Formation in the Sierra Madre are deep-water time-equivalents of the [lower] Nash Fork Formation in the Snowy Pass Supergroup"" (Bekker et al. 2006); however, this correlation is uncertain, and detrital zircon ages indicate that the Slaughterhouse Formation may be older (potentially correlative with the Gordon Lake Formation in the Huronian Supergroup; Mammone et al. 2022). "
4,Vagner Formation 1,North America,USA,Deep Lake Group,Snowy Pass Supergroup,Medicine Bow Mountains,,Vagner Formation,,41.373056,-106.344167,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,6,TRUE,,,TRUE,Extracted from figures,TRUE,,,,TRUE,Bekker et al. (2005),Data digitized from Figure 11 of Bekker et al. (2005). Vagner Formation 1 and 2 sections are laterally approx. 20 meters apart. Included in Snowy Pass Supergroup Composite section to enforce superposition with the younger Nash Fork Formation.
4,Vagner Formation 2,North America,USA,Deep Lake Group,Snowy Pass Supergroup,Medicine Bow Mountains,,Vagner Formation,,41.373056,-106.344167,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,5,TRUE,,,TRUE,Extracted from figures,TRUE,,,,FALSE,Bekker et al. (2005),Data digitized from Figure 11 of Bekker et al. (2005). Vagner Formation 1 and 2 sections are laterally approx. 20 meters apart. Included in Snowy Pass Supergroup Composite section to enforce superposition with the younger Nash Fork Formation.
4,Whalen Group - Location 8,North America,USA,Whalen Group,Snowy Pass Supergroup,,"Rawhide Creek, Hartville Uplift",,,42.62066,-104.55474,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,8,TRUE,,,TRUE,Extracted from figures,TRUE,,,,FALSE,Bekker et al. (2003a),Most complete section through the Whalen Group. Location estimated from maps in Figures 8/9 of Bekker et al. (2003) and Macrostrat. Assigning to low priority level because geochronological age constraints are not available.
4,Whalen Group - Location 9,North America,USA,Whalen Group,Snowy Pass Supergroup,,"Rawhide Creek, Hartville Uplift",,,42.60998,-104.55462,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,4,TRUE,,,TRUE,Extracted from figures,TRUE,,,,FALSE,Bekker et al. (2003a),Location estimated from maps in Figures 8/9 of Bekker et al. (2003) and Macrostrat. Assigning to low priority level because geochronological age constraints are not available.
4,San Miguel Marble,South America,Argentina,,Tandilia Belt,,,San Miguel Marble,,-37.5625,-59.3625,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,18,TRUE,,,TRUE,,TRUE,,,,FALSE,"Lajoinie et al. (2019b) (in my papers, fix refs)","Location estimated from map. No uncertainty reported for maximum age constraint; using a nominal value of 50 Myr. Assigning to low priority level due to 1) uncertain maximum age, 2) probable alteration of d13C values during high-grade metamorphism, and 3) uncertainty in stratigraphy within the studied section. Because the ""position of the base and top is still unknown"", and primary textures are not well-preserved, it is possible that the outcrop is overturned (Lajoinie et al. 2019b). "
3,Gandarela - Bemil Quarry,South America,Brazil,Itabira Group,Minas Supergroup,,Bemil Quarry,Gandarela Formation,,-20.378642,-43.624978,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,34,TRUE,,,TRUE,,TRUE,,,,FALSE,Nogueira et al. (2019),
3,Gandarela - Lagoa Seca Quarry,South America,Brazil,Itabira Group,Minas Supergroup,,Lagoa Seca Quarry,Gandarela Formation,,-19.965006,-43.924672,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,34,TRUE,,,TRUE,,TRUE,,,,FALSE,Nogueira et al. (2019),
1,Minas Supergroup,South America,Brazil,"Caraça Group, Itabira Group; Piracicaba Group",Minas Supergroup,,"Hargreaves Quarry; Sabara Town; Cumbi Quarry, Drill core GDR-117","Batatal Formation, Gandarela Formation; Cercadinho Formation; Fecho do Funil Formation",,-20.4111841,-43.6876195,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,N,Y,90,TRUE,9,,TRUE,,TRUE,"65, 117, 132",,,FALSE,"Bekker et al. (2003b), Zhelezinskaia et al. (2014)","Section location from Nogueira et al. (2017) (Cumbi Quarry, Fecho do Funil Formation). Stacked separate sections from different formations to enforce stratigraphic superposition. Data from the carbonate interval of the Batalal Formation are from Zhelezinskaia et al. (2014), while data for all overlying units is from Bekker et al. (2003b). Sedimentation rates should only be calculated within each formation (individual formation thicknesses from Bekker et al. 2003b are >300m, so a significant amount of stratigraphy is missing). Note that there is an unconformity between the Gandarela and Cercadinho formations; Bekker et al. (2003b) notes that the Gandarela Formation could precede one of the Paleoproterozoic glacials, while the Cercadinho Formation may post-date it.

Carbon isotope values from the shale interval of the Batalal Formation (Zhelezinskaia et al. 2014) were not included in the database; d13C is highly facies-dependent, with extremely negative d13C values (-5 to -11 permil) in non-carbonate lithologies consistent with diagenetic alteration."
1,Uruguay - PVA338,South America,Uruguay,,San Jose Greenstone Belt,,PVA 338 (stratotype area),Paso Severino Formation,,-34.241111,-56.314444,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,5,TRUE,4,,TRUE,,TRUE,,,,FALSE,Maheshwari et al. (2010),Approximate location estimated from map (Figure 1 of Maheshwari et al. 2010).
1,Uruguay - PVA358,South America,Uruguay,,San Jose Greenstone Belt,,PVA 358 (stratotype area),Paso Severino Formation,,-34.25303,-56.27882,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,4,TRUE,2,,TRUE,,TRUE,,,,FALSE,Maheshwari et al. (2010),Approximate location estimated from map (Figure 1 of Maheshwari et al. 2010).
1,Uruguay - TPA207,South America,Uruguay,,San Jose Greenstone Belt,,Assandri Quarry,Paso Severino Formation,,-34.14107,-58.02421,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,15,TRUE,9,,TRUE,,TRUE,,,,FALSE,Maheshwari et al. (2010),Approximate location estimated from map (Figure 1 of Maheshwari et al. 2010).
